"word","eng_level","count"
"aspiration","B2",1143291
"loneliness","B2",1139466
"unhelpful","B2",1138852
"resilience","C1",1137097
"catchy","B2",1136483
"hugely","B2",1136221
"thinker","B2",1135177
"cultivate","B1",1133655
"coax","C2",1132263
"achievable","B2",1130204
"cocoon","C2",1129091
"breezy","B2",1128129
"barren","B2",1126022
"plead","B2",1125870
"condensation","C2",1125621
"vow","B2",1125355
"roundabout","A2",1122610
"conceal","B2",1122483
"starvation","B2",1122432
"nostalgic","C2",1122249
"rift","C2",1119873
"cupboard","A2",1118886
"peep","B2",1118456
"deceptive","B2",1118289
"congratulate","B1",1117780
"legislator","B2",1116864
"judo","B2",1116748
"poisonous","B1",1115469
"mischief","B1",1114861
"sentimental","C1",1113911
"unsuitable","B2",1113908
"waitress","A1",1113106
"oversize","B2",1113072
"remit","C2",1111713
"stumble","B1",1111648
"promenade","C2",1111165
"exhaustion","B2",1111143
"concur","C1",1109964
"exert","C1",1109622
"worldly","B2",1108744
"pleasantly","B1",1108641
"portray","C1",1108235
"graphically","B2",1106821
"infer","B2",1104540
"prosecute","B2",1104300
"motorbike","B2",1104251
"scramble","B2",1103257
"scramble","C1",1103257
"adversary","C1",1103245
"revere","C1",1102020
"eruption","B2",1101076
"careless","B1",1098944
"refurbishment","C1",1098172
"lousy","B2",1095083
"occupant","C1",1093882
"bedside","B1",1092877
"tramp","B2",1087707
"lessen","B1",1087324
"toothbrush","A2",1085306
"antiquity","C1",1084937
"embark","C1",1084355
"sonnet","B2",1081841
"immensely","C1",1080442
"relapse","C1",1080134
"commend","C1",1079537
"descend","B2",1079518
"malice","C2",1078607
"syllable","B2",1078225
"lemonade","A2",1077090
"thirsty","A2",1073394
"shabby","B2",1072916
"startling","C1",1071701
"correlate","C2",1071375
"melancholy","C2",1070281
"ache","B1",1069323
"ache","B2",1069323
"resonant","B2",1068288
"outskirts","B2",1068164
"expedite","C1",1068027
"puzzled","B2",1064761
"terrifying","B2",1064336
"gasp","B2",1063868
"immoral","B2",1062885
"weaken","B2",1062357
"haste","B2",1059853
"rhetorical","C2",1059051
"adaptable","B2",1057129
"cherish","B1",1056520
"roam","B2",1054358
"midday","A2",1053009
"innate","B2",1052902
"rapture","C2",1051733
"sunbeam","B2",1051656
"abruptly","B2",1051602
"impair","B1",1051194
"stun","B1",1051083
"depiction","C1",1049250
"terrified","B1",1048887
"nocturnal","C1",1048688
"emulate","C2",1048404
"accuse","B1",1048371
"willingly","B2",1046460
"prominence","B2",1045264
"brood","C2",1042305
"compel","C1",1042085
"sniff","B2",1041321
"negligent","C1",1040936
"tranquility","C1",1039691
"drawback","C1",1039041
"hostess","C1",1038635
"weep","A2",1038608
"tangled","C1",1038220
"hesitation","B2",1037676
"workbench","B2",1037033
"westward","B1",1036734
"vowel","B1",1033509
"proximal","C2",1030071
"suitably","B2",1029188
"enormously","C1",1028873
"blister","C1",1027084
"opacity","C2",1026698
"ration","B1",1026649
"humid","B1",1026485
"portrayal","C1",1026432
"unfold","B1",1026128
"playwright","B2",1024239
"campsite","B1",1021313
"cripple","B2",1018899
"divert","B2",1018673
"proclaim","B1",1018465
"dropout","B2",1018001
"spontaneously","C1",1015714
"ruthless","C1",1014804
"aptitude","C2",1014706
"midwifery","C2",1013285
"unison","C1",1010644
"pence","A2",1009358
"placid","C1",1009328
"napkin","A2",1009290
"soaking","B2",1008618
"parasitic","C2",1007800
"dedicate","B1",1004266
"depressive","C2",1003641
"skim","B2",1003327
"skim","C2",1003327
"creatively","B2",1002822
"tremendously","B2",1002541
"cay","C2",1002108
"thunderstorm","A2",1002030
"retrospect","B1",1001979
"retrospect","C2",1001979
"jog","B2",1001808
"jog","B1",1001808
"jog","C1",1001808
"dazzle","B1",1000224
"racket","A2",997700
"violently","B1",997440
"kerosene","B2",996638
"restorative","C1",996537
"peacefully","B2",996177
"degrading","C1",995221
"posh","B2",995079
"antics","C1",994105
"wrongly","B2",992978
"malfunction","C1",992684
"transatlantic","C1",988757
"itch","B2",986466
"brilliantly","B2",985811
"sprawl","C1",985396
"haunt","B1",985188
"haunt","B2",985188
"collide","C2",984371
"tinker","C1",983290
"disgrace","B2",980086
"mediate","C2",979863
"giraffe","B1",978584
"ointment","B2",978458
"chariot","B1",977505
"temperament","C1",975973
"circulate","C1",975458
"tenderness","B2",974154
"lark","B2",972650
"lark","C2",972650
"stately","C1",970817
"individuality","C1",969138
"burglar","B1",966938
"troublesome","B2",964520
"magnetism","C1",963103
"speculate","C1",962777
"provoke","C1",960917
"salesperson","B2",960705
"hibernate","C1",959696
"playmate","B2",958445
"animate","B2",956038
"unconventional","C1",953052
"concurrence","C2",952660
"carve","B2",952422
"victorious","C1",950493
"unnatural","B2",949666
"relic","B2",947341
"ethos","C2",946491
"prophetic","C1",946122
"trampoline","C1",940799
"immortality","B2",940401
"improbable","B2",939043
"atypical","B2",938671
"extraordinarily","B2",938117
"dishonest","A2",936098
"inert","B2",935898
"inert","C2",935898
"foreigner","A1",933982
"frugal","B2",932856
"manicure","C1",931244
"pancake","B2",927582
"accrue","C2",927430
"lunchtime","A2",926969
"consolation","B2",926704
"exalted","C2",925774
"tabloid","B2",925735
"overthrow","B2",925313
"patiently","B2",925254
"artificially","B2",924202
"saucepan","B1",923948
"elegantly","B2",923241
"infringe","B2",921270
"toothpaste","B1",920874
"dissection","C1",919988
"boldly","B1",918403
"warmly","B1",914734
"eyebrow","B2",914479
"dissatisfaction","B2",912367
"applaud","B1",912162
"abolish","B2",912065
"abolish","C2",912065
"uneasy","A2",911601
"hitherto","C2",909042
"inexperienced","B2",908331
"frosty","C1",907842
"penicillin","B2",907048
"blight","C2",906914
"physique","C1",906903
"commemorate","B2",905709
"hoist","C2",905107
"bravery","B2",904631
"sincerity","B2",904202
"belongings","B2",903475
"contradict","B2",902559
"fluency","B2",900900
"conceivable","B2",900676
"conceivable","C1",900676
"climber","B1",899495
"downfall","B2",898472
"vanish","B2",898091
"impatient","A2",897557
"anguish","B2",895923
"innovator","B1",895365
"annoyance","B1",894491
"reverence","B2",893456
"outweigh","B1",893196
"nutritious","B1",891604
"pluck","B2",891481
"pluck","C2",891481
"prick","B2",891337
"rubble","B2",890671
"cheeky","B2",890500
"proponent","B2",890334
"truthful","B2",890045
"redo","B2",889612
"linearly","C1",888695
"worldview","B2",886302
"choreography","C2",886297
"postpone","B2",884440
"underestimate","B2",884360
"raunchy","C1",882625
"admirable","B2",881910
"illuminate","B1",881857
"politely","B1",880542
"ingenious","C1",880368
"spurious","C2",878052
"nobility","B2",877305
"workman","B2",876678
"swimmer","B1",876633
"unload","B2",876542
"babysitter","B1",876171
"hone","B2",875783
"confidently","B2",873614
"dispense","C1",873185
"dangerously","B1",873155
"stink","B2",872742
"childish","B2",872504
"dispersal","C2",871628
"verbally","B2",871241
"haircut","A1",871157
"pronounce","A2",870681
"dearly","B2",870151
"lament","C2",868477
"deterrent","C2",868064
"dismal","C1",867714
"hijack","B2",866886
"reluctantly","C1",865419
"mercantile","C2",864143
"bearded","C1",863617
"tactile","B2",863413
"tactile","C2",863413
"cinematography","C2",863361
"storyteller","B1",862964
"ingenuity","C1",862805
"selectivity","C2",861736
"elaboration","C1",861667
"calmly","B2",861072
"gloomy","B2",860297
"anthropological","C2",859724
"stereotype","B2",859245
"clumsy","B2",856450
"sarcasm","C1",855288
"symptomatic","C1",854363
"parable","C2",854274
"brainstorming","B1",853009
"likeness","B1",852586
"degrade","C1",852281
"skew","C2",851662
"modernism","C2",851192
"remittance","C2",851132
"benevolent","B2",849253
"superstition","B1",849215
"rarity","C1",847526
"accusation","B2",847191
"ornate","C2",844908
"midwife","C1",844751
"convict","C1",843701
"paramedic","B2",842997
"commensurate","C2",841778
"recollection","B2",840826
"recollection","C1",840826
"breakup","B2",837900
"juror","B2",837876
"brainstorm","A2",837616
"signify","B2",837139
"granddaughter","A2",837137
"divergent","C1",836489
"rosy","B2",835700
"torment","C1",835075
"conscientious","C1",834936
"unforeseen","B2",833382
"fatality","C1",831998
"follower","B2",830052
"landslide","B2",829560
"hermit","C2",828204
"crease","B2",827105
"perseverance","B2",826234
"impede","C1",825677
"agreeable","C1",824533
"figurative","B2",822947
"figurative","C2",822947
"chronologically","C2",820941
"forfeit","C1",819806
"unpopular","B2",819691
"spatially","C2",818499
"marginally","C1",818058
"communicative","B2",817986
"fright","B1",817153
"diligently","C2",817011
"twinkle","B2",814811
"supple","C1",814347
"unfit","B1",814145
"astronomer","B1",813549
"flicker","C1",813276
"pullover","B1",813191
"interlude","C2",811630
"casually","B2",811018
"demography","C1",810954
"arcane","C2",809848
"impractical","B2",809745
"sarcastic","C1",807611
"complexion","B2",807246
"informant","C2",807179
"evoke","C1",804417
"amorphous","C2",803676
"shameful","B1",802660
"elevate","C1",802256
"appalling","C1",801647
"defy","B2",800149
"lovingly","B1",799867
"bribery","C1",799623
"reverb","C2",799031
"magnify","B2",798801
"artistry","B2",798720
"fiddler","C1",798576
"sob","B2",797503
"ephemera","C2",795879
"protagonist","C1",793668
"amaze","B2",791672
"enthusiastically","B2",789840
"deceit","C1",789420
"clog","B2",787644
"impoverished","C1",787379
"mathematician","B1",786512
"hypnotherapy","C2",782969
"distract","B2",782232
"deceive","B2",781724
"stipulation","C2",781273
"hastily","B2",780738
"mourn","B1",779010
"powerfully","B2",778523
"thirdly","B2",778310
"unfairly","B1",777870
"dishonesty","B2",776567
"goalkeeper","B1",776318
"blurb","C2",776249
"structurally","C1",775559
"fortnight","B1",774454
"drugstore","A2",774046
"whirlwind","C2",770647
"diligent","B1",769726
"diligent","C2",769726
"adversity","B2",769501
"curiously","B1",767288
"vomit","B2",767124
"ebb","C2",766862
"shaky","B2",766843
"inhabit","B2",763992
"conglomerate","C2",763968
"handshake","B1",763580
"innovate","C1",763429
"detriment","C1",762284
"carefree","B2",760001
"fluctuation","C2",759586
"attrition","C2",758511
"proverb","B1",758380
"mercenary","C2",758335
"unsurpassed","C2",756587
"intuitively","C1",755329
"humanist","B2",754866
"tyrant","B2",754753
"mogul","B2",753098
"fiercely","C1",753076
"hysteria","C2",752923
"etch","C2",751420
"densely","B2",750999
"eloquent","B2",749900
"wondrous","B2",749709
"grieve","B2",749133
"pleasurable","C1",749068
"bustling","B2",748755
"loudspeaker","B1",748194
"misfortune","B2",747088
"astonished","B2",746416
"subconscious","B1",746396
"disappoint","B1",746066
"gout","C2",744272
"irritated","B2",743436
"despise","B2",743347
"mystique","C2",741903
"unpack","B1",740819
"divination","C2",740762
"domestically","C1",739951
"dormitory","B2",736616
"blindly","B2",734867
"repertory","C1",734672
"silverware","B2",733698
"giggle","B1",732371
"deforestation","B2",731941
"perverse","C2",731650
"visibly","B2",730759
"euphoria","C2",729486
"uncanny","C2",728621
"concede","B2",728130
"fallacy","C2",727996
"farce","C1",727546
"godly","B2",725475
"spire","C2",725421
"distillation","C2",725410
"antidote","C2",725073
"daze","B1",724665
"indebted","B2",722906
"lighten","B2",720932
"canteen","B1",720738
"hysterical","C2",720682
"requisition","C2",720588
"shrug","B2",720506
"effortless","C1",717369
"hindsight","C2",717180
"friendliness","B1",717008
"disapprove","B2",716169
"affectionate","B2",713693
"unimportant","A2",713560
"windscreen","B1",713157
"straighten","B2",712282
"philanthropic","C2",711469
"picky","B2",711200
"incision","C1",709483
"impeccable","C2",709026
"imitate","B1",708662
"cyclist","B2",708585
"extracurricular","C2",707470
"seaweed","B1",706781
"babble","C2",705693
"pessimistic","B2",705575
"postman","B1",704985
"overboard","B2",704860
"foggy","A1",704386
"passionately","B2",704008
"kilo","A2",702703
"deprive","B1",702310
"virtuoso","C2",701858
"stimulant","B2",701584
"endlessly","B2",700150
"hasty","B1",700024
"munch","C1",699127
"traitor","B2",698922
"seedling","C1",698104
"snowball","B2",696495
"ecotourism","C2",696430
"stylistic","C1",695661
"evacuate","B2",695163
"linger","B2",694372
"churn","C1",694218
"leisurely","B2",692959
"scavenger","C2",692800
"limitless","C1",692234
"disapproval","B2",691656
"noticeboard","B1",691468
"unlucky","B1",691119
"yawn","B2",691112
"handicraft","B2",690476
"lowland","B2",689014
"unheard","B1",688452
"endanger","B1",688311
"prolong","C2",687609
"vividly","B1",685942
"resuscitation","C2",684251
"inconvenient","B1",681396
"tasteless","B1",679742
"tact","C1",679597
"papaya","B2",678666
"rife","C2",678405
"gambit","C2",678274
"turret","C2",677420
"precede","B2",677234
"soothe","B1",675582
"crumb","C1",673404
"culmination","B2",673218
"mend","B1",673176
"onstage","B1",672953
"rebellious","B2",672476
"exorcism","C2",672113
"teammate","B1",671936
"grandparent","A1",671763
"unmanned","C1",671369
"fiend","C1",670385
"drapery","B2",670328
"telescopic","C2",669870
"sleepless","A2",668650
"recite","B1",667761
"recite","C1",667761
"seawater","B1",667633
"dismay","C1",666985
"conciliation","C2",666424
"infernal","C2",665860
"momentary","B2",665271
"psychologically","B2",665105
"lavatory","C1",662326
"unbearable","B2",661692
"appreciative","B2",659787
"extant","C2",659214
"chisel","C1",659044
"wayward","C2",658772
"timid","C1",657204
"nigh","C2",656088
"wayside","C1",654520
"stylist","B2",653865
"ecstatic","B2",652452
"ecstatic","C1",652452
"burgeoning","C2",651445
"fume","B2",650207
"brag","B2",649472
"autopilot","C2",648646
"irrevocable","C2",647399
"bribe","C1",646492
"interlocking","C2",646188
"verily","C2",646173
"shimmer","C2",645534
"tremor","B2",645479
"attractiveness","B2",644031
"doubly","B2",643982
"calamity","C2",643887
"mislead","B1",643671
"retard","B2",643417
"ecologically","B2",641483
"spaceship","A2",641284
"harass","C1",641237
"meditate","B1",641196
"ostensibly","C2",640883
"remorse","C1",639738
"mountaineer","C1",639387
"stockpile","B2",638911
"strapping","C1",637568
"socialization","C1",637564
"microcomputer","B2",636402
"milieu","C2",636367
"injure","A2",636129
"intermission","B1",635947
"amazement","B2",635889
"justly","C1",635498
"allege","C1",633028
"subtly","C1",632895
"skyscraper","B1",631816
"chuckle","B1",631276
"unify","B1",631185
"dissident","B2",631185
"complicate","B1",627501
"cheerfully","B2",624899
"tropic","B2",624139
"realist","C1",623441
"scorn","C1",622924
"humiliating","B2",622405
"sprout","C1",622268
"intrinsically","C2",618549
"impervious","C1",618433
"motorist","B2",617922
"bulimia","B2",617339
"knack","C2",616898
"overalls","C1",616138
"ghostly","C1",615565
"foresee","B2",615358
"bitterly","B2",615238
"overturn","B2",614160
"deduce","B2",612968
"materialism","C2",612804
"eternally","B2",612704
"reassure","C1",612572
"cinematographer","C2",611879
"housekeeper","B2",611578
"meticulous","C2",610335
"toil","B2",610151
"ludicrous","C1",607777
"softness","B2",606574
"exhilarating","C1",606284
"bandage","B1",605193
"detach","B2",605182
"worsen","B2",605022
"obedient","B2",603887
"anxiously","B1",603576
"optimist","B2",603119
"stratosphere","C2",602754
"consonant","B1",602690
"stanza","B2",600482
"paternal","C1",599628
"someplace","B1",598811
"antibacterial","B2",598735
"fluctuate","C2",598674
"recitation","C2",598378
"eastward","B2",595830
"piety","B1",595389
"embody","C2",595383
"handball","B1",595308
"superfluous","C2",594748
"tacit","C2",594255
"astray","C1",593275
"sanctity","C1",593033
"pedantic","B2",592825
"notoriously","C2",592582
"parochial","C2",591954
"twitch","C1",589741
"pedicure","C1",589392
"bloodstream","B2",586625
"impossibility","B2",586554
"eminence","C2",586334
"liberate","B1",586056
"flatter","C1",585847
"reassurance","C1",585108
"nervousness","B1",584958
"patchy","C2",584858
"quarrel","B2",584822
"transitive","B2",584498
"connoisseur","C1",584423
"disperse","C2",583775
"northward","B2",582145
"breathless","B1",581582
"reunification","B1",581462
"toughness","C1",580404
"lifeguard","B1",580245
"momentarily","B2",580030
"headteacher","A2",579810
"paperless","B2",578809
"meticulously","C2",578401
"brim","C2",578190
"clinch","C2",578103
"fasten","B1",577472
"revolve","B2",576832
"confine","B2",576267
"mingle","C1",576213
"purify","B1",575957
"gruesome","C1",575704
"macabre","C1",574859
"attainable","B2",574420
"amplify","B2",572038
"angrily","A2",571493
"eyelid","B2",570411
"grandchild","A2",569493
"collaborator","C1",567685
"cynicism","C1",566023
"fondly","B2",564334
"prescriptive","C2",563344
"discredit","B2",562526
"suburbia","C1",561985
"misconception","B2",561546
"rudimentary","C1",561512
"beak","B2",561383
"settler","B1",561352
"impressionist","B2",560436
"cleanly","C1",559873
"tablecloth","B2",559793
"buzzer","C1",558420
"hatching","B2",558388
"betray","B2",557182
"purposeful","B2",556458
"undress","B1",556329
"procrastination","B1",556228
"conditionally","C1",555419
"amuse","B2",554922
"villager","B2",554896
"romp","C2",554517
"idiom","B1",554390
"tangle","C1",554384
"bustle","B2",553596
"refute","B2",553232
"eyesight","B1",552771
"citywide","B2",552455
"topographical","C2",551708
"treacherous","C2",550477
"lorry","B1",549887
"anthropologist","C1",549689
"unravel","C2",548449
"impressionism","B2",544835
"disdain","C1",544536
"exhausting","B2",544523
"riveting","C1",540655
"starve","B2",540312
"leek","B2",540296
"shortness","B2",540171
"compulsion","C1",539715
"flutter","B2",537468
"shiver","B1",537359
"shatter","B2",537328
"upbringing","B2",536930
"unsustainable","C1",536766
"dandelion","B2",536527
"classmate","A1",536177
"carpool","B2",536160
"mythological","C1",535673
"nervously","B2",535312
"handkerchief","B1",534356
"wasteful","B1",533777
"stopwatch","B2",533682
"frantically","B2",532981
"individualism","C2",532234
"burdensome","B2",532141
"renown","C1",532051
"perpetuate","C1",531738
"abundantly","C2",531094
"declination","C2",531042
"repose","C2",529829
"exorcist","C2",528473
"keystroke","B2",527840
"detract","C2",526815
"salivary","C2",526331
"cynic","C1",525906
"hypocritical","C1",525120
"trample","B2",525057
"ploy","C1",524632
"glee","B2",523509
"proverbial","C2",522327
"monastic","C2",522059
"impediment","C1",521719
"pronoun","B1",519635
"steely","B2",519388
"nourishment","B2",519014
"gravitation","B2",518971
"exaggeration","B2",518741
"shadowy","B1",518730
"nourish","B2",518307
"uplifted","B1",518223
"hairdresser","B1",517732
"exhibitionist","C1",516962
"exhibitionist","C2",516962
"acutely","C1",515934
"profess","C1",515888
"rearrange","B1",515809
"inflate","B2",515640
"extortion","C1",514104
"cordon","C2",514009
"addressee","B1",513417
"cowardly","B2",513225
"gusto","C1",512932
"fruition","C2",512138
"predicament","B2",511344
"trusty","B2",511192
"ephemeral","C2",510994
"radium","B2",510988
"prawn","B2",510828
"overwhelm","B1",510702
"bravely","B1",510443
"ethically","C1",510391
"practicality","B2",509159
"closeness","C1",507775
"polity","B2",507689
"desolation","B2",506621
"condone","C2",505681
"disorderly","B2",504137
"frigate","B2",503810
"sentient","C1",503354
"veritable","C2",502493
"posterity","C2",502409
"ferocious","C1",502058
"abnormally","B2",501580
"unmistakable","B2",499660
"unassisted","C1",498714
"overtake","B2",498189
"semicolon","B2",498071
"bubbly","C1",498054
"substantiate","C2",497837
"snooze","C1",497075
"enterprising","C1",496658
"habitation","C2",495770
"tempt","B1",494586
"gush","C1",494498
"bathe","B1",494252
"scrooge","B2",493397
"bellow","B2",492951
"delicately","B2",492625
"provocation","C2",492334
"succulent","C1",490747
"instinctively","C1",489600
"displace","B2",489049
"buzzard","C2",487611
"bony","B2",487592
"hyphen","B2",486821
"unfriendly","B1",486702
"daydream","C1",484418
"denounce","C2",483368
"nascent","C2",482442
"undersea","B2",481909
"unstoppable","B2",481395
"barbershop","B2",481271
"idiosyncratic","C2",480972
"impulsive","B2",480686
"overdraft","C1",479151
"forcefully","B2",477760
"spellbound","B2",477705
"crumble","C1",477166
"sketchbook","C1",477135
"immerse","B2",475638
"farthest","B1",475229
"resounding","C2",474732
"menacing","C2",473864
"uncontrollable","B1",473401
"arduous","C2",472353
"takeaway","B1",471521
"inseparable","B2",471341
"tiring","B1",470655
"cornet","B2",469412
"unplug","C1",469350
"locomotion","C2",467875
"surrealism","C2",467793
"brevity","C2",466461
"astonishment","B2",466206
"elitist","C1",465590
"convoluted","C1",465588
"housework","B1",465104
"undressed","B2",465063
"southward","B2",465059
"adorn","B2",464591
"adorn","C2",464591
"lifeless","B2",464235
"sexism","B2",463602
"murmur","B2",463379
"smug","C1",462795
"laziness","A2",462258
"recumbent","C2",461123
"shipwreck","B2",461108
"unsettling","C1",460851
"typhoid","B2",460452
"prohibitive","C1",460177
"minster","C2",459048
"eloquence","B2",457456
"collider","C2",456804
"tremble","B1",456746
"instantaneously","C2",456739
"wristwatch","B1",456661
"thump","B1",456603
"flagging","C2",455580
"magpie","C2",455274
"impersonal","C1",454766
"furiously","B2",454508
"delicatessen","C2",453948
"relinquish","C1",452760
"relinquish","C2",452760
"inhale","B1",452342
"mediocrity","C2",451949
"cull","C2",451434
"ewe","C1",451269
"indulgent","B2",449886
"aristocracy","B2",449320
"entitle","B2",448784
"recessive","C1",447818
"utilitarian","C2",447151
"glorify","B2",445339
"tracksuit","B1",445187
"insular","C2",444404
"quirk","C1",444069
"quirk","C2",444069
"cogent","C2",443481
"subcontinent","B2",443164
"aberration","C2",443062
"subsidize","C2",443001
"crippling","C2",442891
"sundial","B1",442756
"aesthetically","C1",442584
"distressing","B2",441740
"sedentary","C1",439797
"repel","C1",439316
"tenderly","B2",438763
"assimilate","C2",437479
"heartbreaking","B2",437466
"shoal","C2",435185
"resonate","C1",433837
"diphtheria","B2",433678
"reproach","C2",432657
"chimpanzee","A2",432081
"emphatically","B2",431749
"commendation","C1",431651
"archetype","C2",431193
"upheaval","C1",430787
"gauche","C2",430455
"unwise","B2",430010
"allegory","C2",429906
"paradoxical","C2",429715
"treachery","C2",429292
"portraiture","C2",428962
"arouse","B2",428589
"frighten","A2",427981
"delicacy","B2",427313
"averse","C2",426255
"hapless","C2",425702
"perceptive","C1",424025
"petrified","B2",423471
"salve","C1",423303
"fissure","C1",423147
"bestow","B2",422835
"hospitable","B2",422161
"embarrass","B1",421784
"repaint","B2",419619
"quiver","C2",419536
"conjure","C1",418831
"enabler","C2",418510
"liaise","C2",417854
"kneel","B2",417602
"furthest","B1",417231
"gunshot","B2",416430
"unoccupied","C1",415101
"sportsmanship","B1",414084
"hypocrite","C1",413270
"prefect","B2",413178
"formality","C1",412669
"motionless","B1",411464
"theorist","B2",410898
"cannonball","B2",410691
"fanciful","C1",410170
"benevolence","B2",408382
"suspiciously","B2",408321
"derelict","C2",407289
"skylark","B2",407115
"legislate","B2",405948
"sliver","B2",405379
"innermost","B1",404988
"wry","C1",404923
"congregate","C1",404524
"oblige","C1",403041
"vibrate","B2",402841
"lawmaker","B2",401419
"inexplicable","C1",400673
"chrysalis","C2",400464
"tiredness","B2",399387
"hindrance","C2",399070
"preoccupation","C2",398883
"shambles","C1",398149
"ageless","B2",397982
"standstill","B2",397652
"unattractive","B2",397616
"artifice","C2",396625
"allot","C2",396325
"demolish","B2",394753
"radiate","B2",394175
"stipulate","C2",394078
"infallible","C2",390285
"mutton","B2",389582
"fabricate","C2",388317
"altruism","C1",388194
"eyelash","B2",387907
"mutter","B2",386744
"tenacity","C2",386231
"permanence","B2",386058
"enviable","C1",385556
"bruise","B2",384157
"rebuke","C2",383708
"collocation","B2",383543
"firmness","B2",381778
"unequivocally","C2",381679
"selfless","B2",381653
"perspiration","B2",381526
"counterproductive","C2",380766
"warship","B2",379728
"exuberant","C1",379017
"heifer","C1",378574
"disqualify","B2",377711
"eagerness","B1",376163
"outwardly","B2",374780
"overseer","C1",374618
"unimaginable","B2",374430
"scribble","B2",374119
"fete","C2",374097
"firework","B1",374034
"involuntarily","B1",373872
"utensil","C1",372981
"heighten","C1",372857
"quotable","B2",372598
"preeminent","C2",372149
"maelstrom","C2",371002
"affectionately","B2",370906
"bothersome","B2",370567
"cruelly","B2",369913
"succumb","C2",369186
"apprehensive","C1",368484
"palatable","C2",367458
"instinctive","C1",367291
"taut","C1",366635
"unequivocal","C2",366289
"newsworthy","B2",365954
"unobtrusive","C2",364891
"oddity","C1",364391
"glitz","C2",363646
"paradoxically","C2",361996
"vandal","C2",361110
"romper","C2",361105
"irritate","B1",360829
"envisage","C1",360359
"envisage","C2",360359
"environmentalist","B1",360182
"sneeze","B1",360023
"sneeze","B2",360023
"iceman","B2",359331
"rediscover","C1",359243
"elated","C2",358902
"stuffy","C1",358727
"eccentricity","C2",358507
"mausoleum","B2",358031
"carelessly","B1",357864
"escalator","A2",357466
"gleam","B2",356949
"superlative","A2",356196
"fondness","B1",355980
"lyricist","C2",355597
"alienate","C1",355480
"displeasure","B2",355303
"innocently","B2",354830
"unhappiness","B2",353696
"methodical","C1",353588
"monotonous","C1",353442
"edifice","C2",351673
"vermin","C2",351663
"rhinoceros","B2",351147
"verandah","C1",350749
"zany","C1",350516
"trifle","C2",349545
"egalitarian","C2",347528
"devotee","C1",347290
"fabled","C2",347260
"contaminate","B2",346165
"hibernation","C1",345946
"proportionally","C2",345141
"tiresome","B2",345108
"faraway","B1",345040
"regrettably","B2",344564
"subculture","B2",343998
"hyperbole","B2",343911
"sterility","C2",343475
"prowl","C1",343421
"irrevocably","C2",343006
"antiquated","C1",342775
"opulent","C2",342718
"footballer","A2",341113
"foolishly","B2",340928
"inanimate","B2",340730
"notoriety","C2",339996
"huddle","C2",339922
"poise","C1",339263
"poise","C2",339263
"brainwashing","C1",339021
"summarily","C2",338849
"excitedly","B1",338567
"pollute","A2",338167
"rejoin","B2",337343
"gulp","B2",336923
"allusion","C2",336152
"stingy","B2",335740
"underpants","B1",335393
"wither","B1",335215
"wither","C2",335215
"contractually","C2",335154
"mutable","B2",332351
"flexibly","B2",331802
"ecologist","B2",331506
"truthfulness","B2",330011
"apostrophe","B2",329645
"stepmother","B2",329520
"mottled","C2",329195
"banish","C2",328029
"topple","C2",327077
"homeward","B2",326240
"elation","C2",325901
"artistically","C1",325860
"materialistic","C2",325282
"cloister","C2",324868
"walkabout","B2",324243
"refreshingly","C1",324153
"interviewee","B1",323871
"humbug","B2",323395
"homely","C1",323224
"stepfather","B2",323082
"incurable","B2",322902
"prise","C2",322565
"prostrate","C2",322274
"dribble","C2",322187
"amply","C1",321480
"gymnastic","B2",319850
"anticancer","B2",318706
"venomous","C2",317422
"dampen","C2",317216
"unjustly","B2",317130
"fearsome","B2",316712
"gravestone","B2",315905
"contagion","C2",315150
"confrontational","C2",314332
"diverge","C1",313759
"misunderstand","B2",313613
"painstakingly","C2",313343
"pillowcase","B2",312728
"abject","C2",312620
"lengthen","B2",311303
"sociable","B2",311061
"exaggerate","B2",310913
"spontaneity","C2",310413
"tantamount","C1",310178
"tantamount","C2",310178
"buccaneer","C2",309660
"wane","C2",308932
"uneventful","C1",308868
"unwavering","C1",308731
"sandwiched","C2",308169
"shopkeeper","B2",307386
"fluently","B1",306927
"impersonation","C1",305935
"ungodly","B2",304649
"microbe","B2",303438
"hermetic","C2",302983
"archetypal","C2",301427
"brimstone","C2",301353
"yearn","B2",300957
"austere","C2",300808
"plumage","C2",300727
"haughty","C2",300598
"narcissistic","B2",300480
"uninteresting","B1",300171
"erupt","B2",300083
"attuned","C2",299850
"countryman","B2",299047
"honk","C1",298573
"cybercrime","B2",298532
"inhabitant","B1",298013
"talkative","B1",297630
"talkative","C1",297630
"apprehend","C2",297016
"inducement","C2",296470
"indignant","C2",295580
"politeness","B2",295448
"hurriedly","B1",295411
"taunt","B2",295148
"maggot","C2",295075
"showy","C1",294798
"altruistic","C1",294746
"pathos","C1",294432
"snore","B2",294125
"splatter","B2",293660
"splatter","C1",293660
"colloquial","C2",293440
"callous","C2",293411
"posit","C2",292597
"exuberance","C1",292555
"flattery","C1",291781
"detritus","C1",291006
"scathing","C1",290412
"engrossing","C1",289548
"lethargy","C1",289520
"frolic","C2",289348
"painstaking","C2",289263
"mien","C2",287370
"inexplicably","C1",286895
"philanthropist","C2",286873
"innuendo","C2",286651
"orator","B2",286521
"bookish","B2",285480
"seedy","C2",284954
"raincoat","A2",284937
"tantrum","C1",284612
"antithesis","C2",284565
